-100	-100	0	205.773166150348
-100	-90	0	204.760222569044
-100	-80	0	201.131394255393
-100	-70	0	199.003611606247
-100	-60	0	198.649511124729
-100	-50	0	199.705906382994
-100	-40	0	200.572186124483
-100	-30	0	201.676566169882
-100	-20	0	202.626846924483
-100	-10	0	203.014765151194
-100	0	0	203.279098578697
-100	10	0	203.311939934185
-100	20	0	202.328223443110
-100	30	0	199.783858495587
-100	40	0	197.791251509773
-100	50	0	195.796450348571
-100	60	0	196.750296125083
-100	70	0	201.546598088757
-100	80	0	209.186036642673
-100	90	0	214.620291954607
-100	100	0	210.076073929439
-90	-100	0	205.858517090947
-90	-90	0	203.144173700243
-90	-80	0	199.082054385701
-90	-70	0	196.843392440073
-90	-60	0	196.796560801064
-90	-50	0	198.827235032703
-90	-40	0	201.043312950490
-90	-30	0	203.106813173044
-90	-20	0	204.490074117121
-90	-10	0	204.933335368032
-90	0	0	204.861350083816
-90	10	0	203.966015900127
-90	20	0	201.239395193071
-90	30	0	196.533066104980
-90	40	0	192.454758913669
-90	50	0	189.519102340628
-90	60	0	190.909527878830
-90	70	0	196.909645057192
-90	80	0	206.426621101028
-90	90	0	215.397235106497
-90	100	0	213.776339864926
-80	-100	0	203.560460772740
-80	-90	0	199.805504833534
-80	-80	0	196.506315214214
-80	-70	0	194.953672365827
-80	-60	0	195.311133231456
-80	-50	0	197.274462600188
-80	-40	0	199.822936301016
-80	-30	0	202.193044935220
-80	-20	0	203.815384660810
-80	-10	0	204.376089194196
-80	0	0	203.896341598987
-80	10	0	202.162813331587
-80	20	0	198.824498563604
-80	30	0	194.356209653001
-80	40	0	190.353022212964
-80	50	0	188.105456733350
-80	60	0	189.149793516054
-80	70	0	193.570063670920
-80	80	0	200.187797184670
-80	90	0	206.424181340671
-80	100	0	208.590204164689
-70	-100	0	198.125763134563
-70	-90	0	193.518677748292
-70	-80	0	192.481931242817
-70	-70	0	192.546249981742
-70	-60	0	193.719176433122
-70	-50	0	195.920741861918
-70	-40	0	198.624853286794
-70	-30	0	201.149021672831
-70	-20	0	202.883869038319
-70	-10	0	203.420637477785
-70	0	0	202.606635234761
-70	10	0	200.390688244882
-70	20	0	196.911843808757
-70	30	0	192.849921492024
-70	40	0	189.349236002332
-70	50	0	187.446722498193
-70	60	0	187.758168440887
-70	70	0	189.900417646446
-70	80	0	192.832680836854
-70	90	0	198.235862774190
-70	100	0	204.853328352966
-60	-100	0	193.825394771768
-60	-90	0	189.491257129906
-60	-80	0	189.959938702417
-60	-70	0	191.257914919286
-60	-60	0	193.099465576767
-60	-50	0	195.527322209921
-60	-40	0	198.272595538410
-60	-30	0	200.796379548661
-60	-20	0	202.503098730593
-60	-10	0	202.937386436918
-60	0	0	201.909732648537
-60	10	0	199.508201444827
-60	20	0	196.128906560397
-60	30	0	192.510661516305
-60	40	0	189.553244857573
-60	50	0	187.954326561990
-60	60	0	187.890855303924
-60	70	0	188.851279119725
-60	80	0	190.290715449040
-60	90	0	195.485290983400
-60	100	0	203.300322647606
-50	-100	0	193.836269527877
-50	-90	0	190.344832491656
-50	-80	0	191.157015218834
-50	-70	0	192.649179092079
-50	-60	0	194.486608188650
-50	-50	0	196.751878818819
-50	-40	0	199.274697308389
-50	-30	0	201.591008158966
-50	-20	0	203.120440892523
-50	-10	0	203.393133400987
-50	0	0	202.230650119526
-50	10	0	199.817658686858
-50	20	0	196.679449887868
-50	30	0	193.571566801123
-50	40	0	191.256617124603
-50	50	0	190.228386605865
-50	60	0	190.503725019479
-50	70	0	191.647597111889
-50	80	0	193.403141560630
-50	90	0	197.499207500645
-50	100	0	202.764519540696
-40	-100	0	197.842922199571
-40	-90	0	196.248776678726
-40	-80	0	196.484908383162
-40	-70	0	197.004133774990
-40	-60	0	198.002316237228
-40	-50	0	199.591982311734
-40	-40	0	201.578452872272
-40	-30	0	203.482427349914
-40	-20	0	204.705027802056
-40	-10	0	204.762284730664
-40	0	0	203.492015242355
-40	10	0	201.141734618165
-40	20	0	198.308305331209
-40	30	0	195.759014436498
-40	40	0	194.191360633841
-40	50	0	194.006524108032
-40	60	0	195.169903466806
-40	70	0	197.223299765910
-40	80	0	199.450134744627
-40	90	0	201.441517305102
-40	100	0	202.888798035652
-30	-100	0	204.237764980241
-30	-90	0	206.031107725001
-30	-80	0	204.170341154685
-30	-70	0	202.833479094863
-30	-60	0	202.499151224664
-30	-50	0	203.133610800356
-30	-40	0	204.427967131841
-30	-30	0	205.830833348642
-30	-20	0	206.696235094110
-30	-10	0	206.516488784074
-30	0	0	205.138706986122
-30	10	0	202.852721860236
-30	20	0	200.302935971436
-30	30	0	198.270775522527
-30	40	0	197.423749384750
-30	50	0	198.116517441561
-30	60	0	200.295975931534
-30	70	0	203.521194250537
-30	80	0	206.821949826282
-30	90	0	206.230895701896
-30	100	0	202.394298152743
-20	-100	0	206.607773112578
-20	-90	0	211.737932823357
-20	-80	0	209.674810850921
-20	-70	0	207.284435540997
-20	-60	0	205.969725622483
-20	-50	0	205.856526596628
-20	-40	0	206.610425486975
-20	-30	0	207.626895295918
